Source,Target,Relation Type,Weight
MESH:D008557,Neck_Pain,disease-symptom,1.95879
MESH:D006502,Neck_Pain,disease-symptom,1.95879
MESH:D010505,Neck_Pain,disease-symptom,1.95879
MESH:D008180,Neck_Pain,disease-symptom,1.95879
MESH:D012516,Neuralgia,disease-symptom,1.53831
MESH:D005910,Neuralgia,disease-symptom,3.07663
MESH:D008527,Neuralgia,disease-symptom,3.07663
MESH:D018288,Neuralgia,disease-symptom,1.53831
MESH:D009456,Neuralgia,disease-symptom,4.61494
MESH:D009101,Neuralgia,disease-symptom,4.61494
MESH:D001943,Neuralgia,disease-symptom,13.8448
MESH:D010190,Neuralgia,disease-symptom,3.07663
MESH:D010051,Neuralgia,disease-symptom,1.53831
MESH:D008175,Neuralgia,disease-symptom,6.15326
MESH:D011471,Neuralgia,disease-symptom,6.15326
MESH:D006502,Neuralgia,disease-symptom,1.53831
MESH:D002538,Neuralgia,disease-symptom,4.61494
MESH:D004916,Neuralgia,disease-symptom,7.69157
MESH:D010505,Neuralgia,disease-symptom,1.53831
MESH:D008180,Neuralgia,disease-symptom,1.53831
MESH:D009101,Neuralgia__Postherpetic,disease-symptom,8.19772
MESH:D054198,Sciatica,disease-symptom,2.16941
MESH:D015470,Sciatica,disease-symptom,2.16941
MESH:D012516,Sciatica,disease-symptom,6.50823
MESH:D006528,Sciatica,disease-symptom,2.16941
MESH:D009456,Sciatica,disease-symptom,4.33882
MESH:D009101,Sciatica,disease-symptom,6.50823
MESH:D001943,Sciatica,disease-symptom,6.50823
MESH:D013274,Sciatica,disease-symptom,4.33882
MESH:D010190,Sciatica,disease-symptom,2.16941
MESH:D010051,Sciatica,disease-symptom,4.33882
MESH:D008175,Sciatica,disease-symptom,8.67764
MESH:D011471,Sciatica,disease-symptom,6.50823
MESH:D008180,Sciatica,disease-symptom,2.16941
MESH:D054198,Pain__Intractable,disease-symptom,3.98597
MESH:D015470,Pain__Intractable,disease-symptom,1.99298
MESH:D008415,Pain__Intractable,disease-symptom,3.98597
MESH:D012516,Pain__Intractable,disease-symptom,13.9509
MESH:D012175,Pain__Intractable,disease-symptom,1.99298
MESH:D006528,Pain__Intractable,disease-symptom,1.99298
MESH:D009101,Pain__Intractable,disease-symptom,17.9369
MESH:D001943,Pain__Intractable,disease-symptom,85.6983
MESH:D015179,Pain__Intractable,disease-symptom,3.98597
MESH:D013274,Pain__Intractable,disease-symptom,15.9439
MESH:D010190,Pain__Intractable,disease-symptom,101.642
MESH:D010051,Pain__Intractable,disease-symptom,15.9439
MESH:D008175,Pain__Intractable,disease-symptom,97.6562
MESH:D011471,Pain__Intractable,disease-symptom,83.7053
MESH:D001749,Pain__Intractable,disease-symptom,1.99298
MESH:D006502,Pain__Intractable,disease-symptom,1.99298
MESH:D054990,Pain__Intractable,disease-symptom,1.99298
MESH:D004916,Pain__Intractable,disease-symptom,5.97895
MESH:D000741,Pain__Intractable,disease-symptom,3.98597
MESH:D055728,Pain__Intractable,disease-symptom,3.98597
MESH:D010505,Pain__Intractable,disease-symptom,1.99298
MESH:D008175,Pain__Referred,disease-symptom,4.00355
MESH:D054198,Paralysis,disease-symptom,1.93789
MESH:D015464,Paralysis,disease-symptom,0.968943
MESH:D015470,Paralysis,disease-symptom,5.81366
MESH:D015473,Paralysis,disease-symptom,0.968943
MESH:D012516,Paralysis,disease-symptom,0.484471
MESH:D005910,Paralysis,disease-symptom,4.84471
MESH:D008527,Paralysis,disease-symptom,0.968943
MESH:D006528,Paralysis,disease-symptom,0.484471
MESH:D018288,Paralysis,disease-symptom,1.45341
MESH:D009456,Paralysis,disease-symptom,2.90683
MESH:D009101,Paralysis,disease-symptom,8.72048
MESH:D008258,Paralysis,disease-symptom,1.45341
MESH:D001943,Paralysis,disease-symptom,11.1428
MESH:D015179,Paralysis,disease-symptom,0.484471
MESH:D013274,Paralysis,disease-symptom,0.484471
MESH:D010190,Paralysis,disease-symptom,0.968943
MESH:D010051,Paralysis,disease-symptom,1.45341
MESH:D008175,Paralysis,disease-symptom,11.1428
MESH:D011471,Paralysis,disease-symptom,7.75154
MESH:D001749,Paralysis,disease-symptom,0.968943
MESH:D054990,Paralysis,disease-symptom,0.484471
MESH:D002538,Paralysis,disease-symptom,2.90683
MESH:D013922,Paralysis,disease-symptom,0.484471
MESH:D000361,Paralysis,disease-symptom,1.93789
MESH:D011087,Paralysis,disease-symptom,0.484471
MESH:D010505,Paralysis,disease-symptom,3.3913
MESH:D008180,Paralysis,disease-symptom,10.6584
MESH:D054198,Facial_Paralysis,disease-symptom,13.571
MESH:D054429,Facial_Paralysis,disease-symptom,1.3571
MESH:D015470,Facial_Paralysis,disease-symptom,16.2852
MESH:D012516,Facial_Paralysis,disease-symptom,2.71419
MESH:D005910,Facial_Paralysis,disease-symptom,4.07129
MESH:D008527,Facial_Paralysis,disease-symptom,1.3571
MESH:D018288,Facial_Paralysis,disease-symptom,1.3571
MESH:D009456,Facial_Paralysis,disease-symptom,8.14258
MESH:D009101,Facial_Paralysis,disease-symptom,5.42839
MESH:D008258,Facial_Paralysis,disease-symptom,2.71419
MESH:D001943,Facial_Paralysis,disease-symptom,6.78548
MESH:D013274,Facial_Paralysis,disease-symptom,1.3571
MESH:D010190,Facial_Paralysis,disease-symptom,2.71419
MESH:D010051,Facial_Paralysis,disease-symptom,4.07129
MESH:D008175,Facial_Paralysis,disease-symptom,10.8568
MESH:D011471,Facial_Paralysis,disease-symptom,5.42839
MESH:D002538,Facial_Paralysis,disease-symptom,12.2139
MESH:D013922,Facial_Paralysis,disease-symptom,1.3571
MESH:D011087,Facial_Paralysis,disease-symptom,1.3571
MESH:D008180,Facial_Paralysis,disease-symptom,12.2139
MESH:D018288,Gastroparesis,disease-symptom,6.59499
MESH:D009456,Gastroparesis,disease-symptom,3.2975
MESH:D013274,Gastroparesis,disease-symptom,3.2975
MESH:D010190,Gastroparesis,disease-symptom,19.785
MESH:D008175,Gastroparesis,disease-symptom,6.59499
MESH:D054198,Hemiplegia,disease-symptom,5.17853
MESH:D012516,Hemiplegia,disease-symptom,3.8839
MESH:D005910,Hemiplegia,disease-symptom,18.1249
MESH:D018288,Hemiplegia,disease-symptom,1.29463
MESH:D009456,Hemiplegia,disease-symptom,6.47316
MESH:D009101,Hemiplegia,disease-symptom,3.8839
MESH:D008258,Hemiplegia,disease-symptom,1.29463
MESH:D001943,Hemiplegia,disease-symptom,2.58926
MESH:D013274,Hemiplegia,disease-symptom,1.29463
MESH:D010190,Hemiplegia,disease-symptom,5.17853
MESH:D010051,Hemiplegia,disease-symptom,1.29463
MESH:D008175,Hemiplegia,disease-symptom,15.5356
MESH:D011471,Hemiplegia,disease-symptom,5.17853
MESH:D001749,Hemiplegia,disease-symptom,1.29463
MESH:D009634,Hemiplegia,disease-symptom,1.29463
MESH:D006502,Hemiplegia,disease-symptom,1.29463
MESH:D002538,Hemiplegia,disease-symptom,27.1873
MESH:D013922,Hemiplegia,disease-symptom,7.76779
MESH:D000361,Hemiplegia,disease-symptom,1.29463
MESH:D011087,Hemiplegia,disease-symptom,11.6517
MESH:D055728,Hemiplegia,disease-symptom,2.58926
MESH:D017681,Hemiplegia,disease-symptom,1.29463
MESH:D019851,Hemiplegia,disease-symptom,3.8839
MESH:D010505,Hemiplegia,disease-symptom,1.29463
MESH:D008180,Hemiplegia,disease-symptom,34.9551
MESH:D015464,Ophthalmoplegia,disease-symptom,2.65969
MESH:D015470,Ophthalmoplegia,disease-symptom,3.98954
MESH:D005910,Ophthalmoplegia,disease-symptom,17.288
MESH:D008527,Ophthalmoplegia,disease-symptom,3.98954
MESH:D006528,Ophthalmoplegia,disease-symptom,2.65969
MESH:D018288,Ophthalmoplegia,disease-symptom,7.97908
MESH:D009456,Ophthalmoplegia,disease-symptom,3.98954
MESH:D009101,Ophthalmoplegia,disease-symptom,15.9582
MESH:D008258,Ophthalmoplegia,disease-symptom,1.32985
MESH:D001943,Ophthalmoplegia,disease-symptom,9.30893
MESH:D013274,Ophthalmoplegia,disease-symptom,1.32985
MESH:D010051,Ophthalmoplegia,disease-symptom,1.32985
MESH:D008175,Ophthalmoplegia,disease-symptom,14.6283
MESH:D011471,Ophthalmoplegia,disease-symptom,5.31939
MESH:D001749,Ophthalmoplegia,disease-symptom,1.32985
MESH:D001260,Ophthalmoplegia,disease-symptom,1.32985
MESH:D002538,Ophthalmoplegia,disease-symptom,19.9477
MESH:D018860,Ophthalmoplegia,disease-symptom,1.32985
MESH:D000741,Ophthalmoplegia,disease-symptom,1.32985
MESH:D011087,Ophthalmoplegia,disease-symptom,3.98954
MESH:D055728,Ophthalmoplegia,disease-symptom,1.32985
MESH:D008180,Ophthalmoplegia,disease-symptom,18.6179
MESH:D008175,Supranuclear_Palsy__Progressive,disease-symptom,3.03415
MESH:D002538,Supranuclear_Palsy__Progressive,disease-symptom,3.03415
MESH:D054198,Paraplegia,disease-symptom,7.66488
MESH:D015464,Paraplegia,disease-symptom,2.55496
MESH:D015470,Paraplegia,disease-symptom,21.7171
MESH:D009396,Paraplegia,disease-symptom,5.10992
MESH:D012516,Paraplegia,disease-symptom,6.3874
MESH:D005910,Paraplegia,disease-symptom,2.55496
MESH:D006528,Paraplegia,disease-symptom,3.83244
MESH:D018288,Paraplegia,disease-symptom,5.10992
MESH:D009456,Paraplegia,disease-symptom,10.2198
MESH:D009101,Paraplegia,disease-symptom,24.2721
MESH:D001943,Paraplegia,disease-symptom,16.6072
MESH:D013274,Paraplegia,disease-symptom,1.27748
MESH:D010051,Paraplegia,disease-symptom,2.55496
MESH:D008175,Paraplegia,disease-symptom,16.6072
MESH:D011471,Paraplegia,disease-symptom,26.8271
MESH:D001749,Paraplegia,disease-symptom,19.1622
MESH:D008557,Paraplegia,disease-symptom,1.27748
MESH:D002538,Paraplegia,disease-symptom,2.55496
MESH:D000741,Paraplegia,disease-symptom,2.55496
MESH:D013922,Paraplegia,disease-symptom,1.27748
MESH:D000361,Paraplegia,disease-symptom,1.27748
MESH:D011087,Paraplegia,disease-symptom,5.10992
MESH:D055728,Paraplegia,disease-symptom,6.3874
MESH:D017681,Paraplegia,disease-symptom,2.55496
MESH:D019851,Paraplegia,disease-symptom,3.83244
MESH:D008180,Paraplegia,disease-symptom,15.3298
MESH:D018288,Brown-Sequard_Syndrome,disease-symptom,3.53517
MESH:D008175,Brown-Sequard_Syndrome,disease-symptom,14.1407
MESH:D008180,Brown-Sequard_Syndrome,disease-symptom,3.53517
MESH:D054198,Quadriplegia,disease-symptom,5.47656
MESH:D015464,Quadriplegia,disease-symptom,1.36914
MESH:D015470,Quadriplegia,disease-symptom,4.10742
MESH:D015473,Quadriplegia,disease-symptom,1.36914
MESH:D008415,Quadriplegia,disease-symptom,1.36914
MESH:D005910,Quadriplegia,disease-symptom,4.10742
MESH:D008527,Quadriplegia,disease-symptom,1.36914
MESH:D006528,Quadriplegia,disease-symptom,1.36914
MESH:D018288,Quadriplegia,disease-symptom,4.10742
MESH:D009456,Quadriplegia,disease-symptom,2.73828
MESH:D009101,Quadriplegia,disease-symptom,6.8457
MESH:D008258,Quadriplegia,disease-symptom,2.73828
MESH:D001943,Quadriplegia,disease-symptom,5.47656
MESH:D013274,Quadriplegia,disease-symptom,2.73828
MESH:D010190,Quadriplegia,disease-symptom,1.36914
MESH:D008175,Quadriplegia,disease-symptom,4.10742
MESH:D011471,Quadriplegia,disease-symptom,2.73828
MESH:D001749,Quadriplegia,disease-symptom,5.47656
MESH:D012415,Quadriplegia,disease-symptom,1.36914
MESH:D002538,Quadriplegia,disease-symptom,2.73828
MESH:D005199,Quadriplegia,disease-symptom,1.36914
MESH:D017681,Quadriplegia,disease-symptom,1.36914
MESH:D019851,Quadriplegia,disease-symptom,1.36914
MESH:D016114,Quadriplegia,disease-symptom,1.36914
MESH:D008180,Quadriplegia,disease-symptom,23.2754
MESH:D017074,Quadriplegia,disease-symptom,1.36914
MESH:D015470,Respiratory_Paralysis,disease-symptom,2.48942
MESH:D018288,Respiratory_Paralysis,disease-symptom,4.97884
MESH:D009456,Respiratory_Paralysis,disease-symptom,4.97884
MESH:D009101,Respiratory_Paralysis,disease-symptom,2.48942
MESH:D001943,Respiratory_Paralysis,disease-symptom,4.97884
MESH:D008175,Respiratory_Paralysis,disease-symptom,12.4471
MESH:D054990,Respiratory_Paralysis,disease-symptom,2.48942
MESH:D008180,Respiratory_Paralysis,disease-symptom,7.46826
MESH:D054198,Vocal_Cord_Paralysis,disease-symptom,3.97556
MESH:D012516,Vocal_Cord_Paralysis,disease-symptom,1.98778
MESH:D005910,Vocal_Cord_Paralysis,disease-symptom,5.96334
MESH:D018288,Vocal_Cord_Paralysis,disease-symptom,3.97556
MESH:D009456,Vocal_Cord_Paralysis,disease-symptom,3.97556
MESH:D009101,Vocal_Cord_Paralysis,disease-symptom,1.98778
MESH:D001943,Vocal_Cord_Paralysis,disease-symptom,1.98778
MESH:D013274,Vocal_Cord_Paralysis,disease-symptom,1.98778
MESH:D008175,Vocal_Cord_Paralysis,disease-symptom,59.6334
MESH:D011471,Vocal_Cord_Paralysis,disease-symptom,7.95112
MESH:D054990,Vocal_Cord_Paralysis,disease-symptom,3.97556
MESH:D011038,Vocal_Cord_Paralysis,disease-symptom,1.98778
MESH:D008180,Vocal_Cord_Paralysis,disease-symptom,31.8045
MESH:D054198,Paresis,disease-symptom,7.72641
MESH:D015470,Paresis,disease-symptom,2.57547
MESH:D012516,Paresis,disease-symptom,2.57547
MESH:D005910,Paresis,disease-symptom,12.8774
MESH:D008527,Paresis,disease-symptom,1.28774
MESH:D006528,Paresis,disease-symptom,1.28774
MESH:D009456,Paresis,disease-symptom,2.57547
MESH:D009101,Paresis,disease-symptom,3.86321
MESH:D008258,Paresis,disease-symptom,1.28774
MESH:D001943,Paresis,disease-symptom,5.15094
MESH:D010190,Paresis,disease-symptom,1.28774
MESH:D008175,Paresis,disease-symptom,7.72641
MESH:D009634,Paresis,disease-symptom,1.28774
MESH:D002538,Paresis,disease-symptom,16.7406
MESH:D013922,Paresis,disease-symptom,1.28774
MESH:D011087,Paresis,disease-symptom,1.28774
MESH:D055728,Paresis,disease-symptom,1.28774
MESH:D017681,Paresis,disease-symptom,1.28774
MESH:D008180,Paresis,disease-symptom,6.43868
MESH:D017074,Paresis,disease-symptom,1.28774
MESH:D054198,Paraparesis,disease-symptom,2.23589
MESH:D012516,Paraparesis,disease-symptom,2.23589
MESH:D009456,Paraparesis,disease-symptom,2.23589
MESH:D009101,Paraparesis,disease-symptom,6.70766
MESH:D001943,Paraparesis,disease-symptom,4.47177
MESH:D010051,Paraparesis,disease-symptom,2.23589
MESH:D008175,Paraparesis,disease-symptom,2.23589
MESH:D011471,Paraparesis,disease-symptom,6.70766
MESH:D010505,Paraparesis,disease-symptom,2.23589
MESH:D008180,Paraparesis,disease-symptom,11.1794
MESH:D008175,Paraparesis__Spastic,disease-symptom,6.34241
MESH:D006502,Paraparesis__Spastic,disease-symptom,3.1712
MESH:D000741,Paraparesis__Spastic,disease-symptom,3.1712
MESH:D008180,Paraparesis__Spastic,disease-symptom,3.1712
MESH:D015470,Psychophysiologic_Disorders,disease-symptom,2.96501
MESH:D008527,Psychophysiologic_Disorders,disease-symptom,1.48251
MESH:D001943,Psychophysiologic_Disorders,disease-symptom,62.2652
MESH:D015179,Psychophysiologic_Disorders,disease-symptom,2.96501
MESH:D013274,Psychophysiologic_Disorders,disease-symptom,2.96501
MESH:D010190,Psychophysiologic_Disorders,disease-symptom,4.44752
MESH:D008175,Psychophysiologic_Disorders,disease-symptom,11.86
MESH:D011471,Psychophysiologic_Disorders,disease-symptom,1.48251
MESH:D001749,Psychophysiologic_Disorders,disease-symptom,2.96501
MESH:D000741,Psychophysiologic_Disorders,disease-symptom,1.48251
MESH:D013922,Psychophysiologic_Disorders,disease-symptom,1.48251
MESH:D011087,Psychophysiologic_Disorders,disease-symptom,1.48251
MESH:D019851,Psychophysiologic_Disorders,disease-symptom,1.48251
MESH:D010505,Psychophysiologic_Disorders,disease-symptom,1.48251
MESH:D008180,Psychophysiologic_Disorders,disease-symptom,11.86
MESH:D005910,Pupil_Disorders,disease-symptom,1.74612
MESH:D012175,Pupil_Disorders,disease-symptom,13.969
MESH:D001943,Pupil_Disorders,disease-symptom,1.74612
MESH:D002538,Pupil_Disorders,disease-symptom,5.23837
MESH:D008180,Pupil_Disorders,disease-symptom,1.74612
MESH:D012415,Miosis,disease-symptom,2.09545
MESH:D015473,Horner_Syndrome,disease-symptom,2.20963
MESH:D009456,Horner_Syndrome,disease-symptom,6.62888
MESH:D001943,Horner_Syndrome,disease-symptom,8.83851
MESH:D013274,Horner_Syndrome,disease-symptom,2.20963
MESH:D008175,Horner_Syndrome,disease-symptom,26.5155
MESH:D011471,Horner_Syndrome,disease-symptom,4.41925
MESH:D011087,Horner_Syndrome,disease-symptom,2.20963
MESH:D015470,Tonic_Pupil,disease-symptom,3.92851
MESH:D018288,Tonic_Pupil,disease-symptom,15.7141
MESH:D008175,Tonic_Pupil,disease-symptom,15.7141
MESH:D002538,Tonic_Pupil,disease-symptom,3.92851
MESH:D054198,Reflex__Abnormal,disease-symptom,4.22139
MESH:D005910,Reflex__Abnormal,disease-symptom,7.03565
MESH:D008527,Reflex__Abnormal,disease-symptom,1.40713
MESH:D012175,Reflex__Abnormal,disease-symptom,1.40713
MESH:D018288,Reflex__Abnormal,disease-symptom,2.81426
MESH:D009456,Reflex__Abnormal,disease-symptom,1.40713
MESH:D009101,Reflex__Abnormal,disease-symptom,2.81426
MESH:D008175,Reflex__Abnormal,disease-symptom,8.44279
MESH:D001260,Reflex__Abnormal,disease-symptom,1.40713
MESH:D002538,Reflex__Abnormal,disease-symptom,1.40713
MESH:D004916,Reflex__Abnormal,disease-symptom,1.40713
MESH:D013922,Reflex__Abnormal,disease-symptom,1.40713
MESH:D008180,Reflex__Abnormal,disease-symptom,4.22139
MESH:D008180,Reflex__Babinski,disease-symptom,3.52707
MESH:D054198,Seizures,disease-symptom,21.9743
MESH:D015464,Seizures,disease-symptom,2.5355
MESH:D015470,Seizures,disease-symptom,4.22583
MESH:D009396,Seizures,disease-symptom,1.69033
MESH:D008415,Seizures,disease-symptom,1.69033
MESH:D012516,Seizures,disease-symptom,2.5355
MESH:D005910,Seizures,disease-symptom,49.8648
MESH:D008527,Seizures,disease-symptom,1.69033
MESH:D012175,Seizures,disease-symptom,0.845167
MESH:D006528,Seizures,disease-symptom,4.22583
MESH:D018288,Seizures,disease-symptom,3.38067
MESH:D009456,Seizures,disease-symptom,10.9872
MESH:D009101,Seizures,disease-symptom,3.38067
MESH:D001943,Seizures,disease-symptom,5.91617
MESH:D013274,Seizures,disease-symptom,0.845167
MESH:D010190,Seizures,disease-symptom,24.5098
MESH:D010051,Seizures,disease-symptom,5.91617
MESH:D008175,Seizures,disease-symptom,19.4388
MESH:D001749,Seizures,disease-symptom,2.5355
MESH:D006502,Seizures,disease-symptom,1.69033
MESH:D054990,Seizures,disease-symptom,1.69033
MESH:D002538,Seizures,disease-symptom,71.8392
MESH:D018860,Seizures,disease-symptom,2.5355
MESH:D000741,Seizures,disease-symptom,3.38067
MESH:D005199,Seizures,disease-symptom,1.69033
MESH:D013922,Seizures,disease-symptom,0.845167
MESH:D000361,Seizures,disease-symptom,4.22583
MESH:D009190,Seizures,disease-symptom,0.845167
MESH:D055728,Seizures,disease-symptom,1.69033
MESH:D019851,Seizures,disease-symptom,1.69033
MESH:D008180,Seizures,disease-symptom,94.6587
MESH:D017074,Seizures,disease-symptom,0.845167
MESH:D012516,Sensation_Disorders,disease-symptom,0.343322
