source,target,correlation,uncorrected p,FDR
6083,6189,0.761,1.68086e-06,0.00031219
11224,6139,0.761,1.68086e-06,0.00031219
6128,6146,0.761,1.68086e-06,0.00031219
6135,6204,0.761,1.68086e-06,0.00031219
1009,4267,0.761,1.68086e-06,0.00031219
6193,6201,0.76,1.72263e-06,0.000317123
11224,6128,0.76,1.72263e-06,0.000317123
6925,800,0.76,1.72263e-06,0.000317123
1291,25878,0.76,1.72263e-06,0.000317123
23022,54829,0.76,1.72263e-06,0.000317123
1933,3646,0.76,1.76535e-06,0.000322705
6167,6173,0.76,1.76535e-06,0.000322705
1281,1295,0.76,1.76535e-06,0.000322705
1009,4060,0.76,1.76535e-06,0.000322705
1303,7077,0.759,1.80901e-06,0.000329531
1281,23022,0.759,1.80901e-06,0.000329531
5689,6993,0.759,1.85365e-06,0.000336487
4267,6678,0.759,1.85365e-06,0.000336487
6201,6208,0.758,1.89929e-06,0.000343573
165,2335,0.758,1.89929e-06,0.000343573
1933,6189,0.758,1.94594e-06,0.000349584
6203,6217,0.758,1.94594e-06,0.000349584
11167,1278,0.758,1.94594e-06,0.000349584
11167,8404,0.758,1.94594e-06,0.000349584
25873,6130,0.757,1.98451e-06,0.000355088
293,8724,0.757,1.99362e-06,0.000355088
23521,6217,0.757,1.99362e-06,0.000355088
1278,1295,0.757,1.99362e-06,0.000355088
1933,6135,0.757,2.04235e-06,0.000361913
11224,6167,0.757,2.04235e-06,0.000361913
3646,6139,0.756,2.09216e-06,0.000367613
1933,6223,0.756,2.09216e-06,0.000367613
10399,6203,0.756,2.09216e-06,0.000367613
1290,3685,0.756,2.09216e-06,0.000367613
6160,6161,0.756,2.14306e-06,0.000374034
6128,6139,0.756,2.14306e-06,0.000374034
10399,6130,0.756,2.14306e-06,0.000374034
4060,6678,0.756,2.14306e-06,0.000374034
23521,6160,0.755,2.19508e-06,0.000381197
1290,1634,0.755,2.19508e-06,0.000381197
25873,6159,0.755,2.2115e-06,0.00038341
6173,6193,0.755,2.24824e-06,0.000388486
1462,23022,0.755,2.24824e-06,0.000388486
11224,6188,0.754,2.30255e-06,0.000397213
103,6738,0.754,2.35805e-06,0.000406115
302,84790,0.753,2.41476e-06,0.000414511
1462,6925,0.753,2.41476e-06,0.000414511
6181,6206,0.753,2.43269e-06,0.000416901
6169,6173,0.753,2.46169e-06,0.000420301
6128,6194,0.753,2.47269e-06,0.000420301
3921,6175,0.753,2.47269e-06,0.000420301
11224,6203,0.753,2.47269e-06,0.000420301
1009,2335,0.753,2.47269e-06,0.000420301
293,6139,0.752,2.53188e-06,0.000428962
1634,800,0.752,2.53188e-06,0.000428962
6173,6181,0.752,2.5506e-06,0.000431433
6136,6160,0.752,2.58088e-06,0.000435847
6161,6218,0.752,2.59234e-06,0.000437074
6122,6160,0.751,2.65411e-06,0.000446765
4508,4536,0.751,2.67366e-06,0.00044933
1933,6122,0.751,2.7172e-06,0.00045372
5230,7114,0.751,2.7172e-06,0.00045372
1937,6208,0.751,2.7172e-06,0.00045372
1513,7077,0.751,2.7172e-06,0.00045372
6876,7058,0.75,2.78164e-06,0.000463737
2665,4736,0.75,2.84745e-06,0.000473195
10631,1462,0.75,2.84745e-06,0.000473195
4673,6181,0.749,2.90197e-06,0.000479018
3123,5552,0.749,2.91467e-06,0.000479018
6130,9045,0.749,2.91467e-06,0.000479018
11224,6204,0.749,2.91467e-06,0.000479018
1290,1295,0.749,2.91467e-06,0.000479018
1462,165,0.749,2.91467e-06,0.000479018
11167,7431,0.749,2.91467e-06,0.000479018
4736,6152,0.749,2.98332e-06,0.000487991
11167,1490,0.749,2.98332e-06,0.000487991
1281,6423,0.749,2.98332e-06,0.000487991
25873,6235,0.748,3.0402e-06,0.000496342
10899,375,0.748,3.05343e-06,0.000496342
1933,6217,0.748,3.05343e-06,0.000496342
115908,54829,0.748,3.05343e-06,0.000496342
6208,6222,0.748,3.12502e-06,0.000504828
6159,6222,0.748,3.12502e-06,0.000504828
10399,6152,0.748,3.12502e-06,0.000504828
1281,1490,0.748,3.12502e-06,0.000504828
6142,6203,0.747,3.19812e-06,0.000513453
1933,6173,0.747,3.19812e-06,0.000513453
3113,3122,0.747,3.19812e-06,0.000513453
115908,1634,0.747,3.19812e-06,0.000513453
10159,93621,0.747,3.27275e-06,0.000520623
1936,6206,0.747,3.27275e-06,0.000520623
10399,6146,0.747,3.27275e-06,0.000520623
6141,6188,0.747,3.27275e-06,0.000520623
10631,25878,0.747,3.27275e-06,0.000520623
10631,4060,0.747,3.27275e-06,0.000520623
25873,6158,0.747,3.29646e-06,0.000523595
6083,6217,0.746,3.34896e-06,0.00052871
25912,375,0.746,3.34896e-06,0.00052871
1303,800,0.746,3.34896e-06,0.00052871
115908,3685,0.746,3.34896e-06,0.00052871
25873,6161,0.746,3.37318e-06,0.000531727
293,3312,0.746,3.42677e-06,0.000536925
1462,2335,0.746,3.42677e-06,0.000536925
1634,54829,0.746,3.42677e-06,0.000536925
170622,1937,0.745,3.5062e-06,0.000545272
6144,6204,0.745,3.5062e-06,0.000545272
6139,6194,0.745,3.5062e-06,0.000545272
1009,1300,0.745,3.5062e-06,0.000545272
3646,6202,0.745,3.58729e-06,0.000555395
6130,6203,0.745,3.58729e-06,0.000555395
1278,165,0.745,3.58729e-06,0.000555395
3646,6122,0.744,3.67007e-06,0.000564854
4736,6164,0.744,3.67007e-06,0.000564854
6146,6222,0.744,3.67007e-06,0.000564854
1490,6876,0.744,3.67007e-06,0.000564854
2335,6281,0.744,3.69641e-06,0.000567232
6136,6138,0.744,3.69641e-06,0.000567232
6281,7058,0.743,3.82464e-06,0.000586048
6138,6173,0.743,3.84081e-06,0.000586799
2335,54829,0.743,3.84081e-06,0.000586799
23196,9528,0.743,3.86827e-06,0.00059013
6130,6164,0.743,3.92884e-06,0.000596748
54543,6161,0.743,3.92884e-06,0.000596748
1634,6678,0.743,3.92884e-06,0.000596748
23022,7077,0.742,4.01868e-06,0.00060862
10631,4267,0.742,4.01868e-06,0.00060862
10399,25873,0.742,4.09323e-06,0.000615352
6146,6217,0.742,4.11038e-06,0.000615352
6173,6234,0.742,4.11038e-06,0.000615352
6173,6227,0.742,4.11038e-06,0.000615352
6234,9045,0.742,4.11038e-06,0.000615352
6876,7077,0.742,4.11038e-06,0.000615352
1281,4060,0.742,4.11038e-06,0.000615352
1293,1513,0.742,4.11038e-06,0.000615352
6136,6222,0.741,4.18646e-06,0.000625843
10109,3122,0.741,4.20395e-06,0.00062666
165,6678,0.741,4.20395e-06,0.00062666
6128,6144,0.741,4.29945e-06,0.000638156
6173,6209,0.741,4.29945e-06,0.000638156
10631,54829,0.741,4.29945e-06,0.000638156
10399,6128,0.74,4.39689e-06,0.000648004
6161,6168,0.74,4.39689e-06,0.000648004
6161,6222,0.74,4.39689e-06,0.000648004
6135,6159,0.74,4.39689e-06,0.000648004
10631,23022,0.74,4.39689e-06,0.000648004
6135,6218,0.74,4.49632e-06,0.000660788
11167,54829,0.74,4.49632e-06,0.000660788
3688,9403,0.739,4.59777e-06,0.0006663
6135,6235,0.739,4.59777e-06,0.0006663
3135,972,0.739,4.59777e-06,0.0006663
6188,6206,0.739,4.59777e-06,0.0006663
6227,6234,0.739,4.59777e-06,0.0006663
6159,6194,0.739,4.59777e-06,0.0006663
1937,9045,0.739,4.59777e-06,0.0006663
6141,6227,0.739,4.59777e-06,0.0006663
1462,3685,0.739,4.59777e-06,0.0006663
6678,7078,0.739,4.59777e-06,0.0006663
6124,6224,0.739,4.70129e-06,0.000679411
2335,800,0.739,4.70129e-06,0.000679411
4736,6228,0.739,4.73436e-06,0.000683242
1933,51386,0.738,4.80689e-06,0.000687993
6139,6189,0.738,4.80689e-06,0.000687993
4673,6203,0.738,4.80689e-06,0.000687993
6175,6223,0.738,4.80689e-06,0.000687993
6203,6227,0.738,4.80689e-06,0.000687993
6141,6222,0.738,4.80689e-06,0.000687993
3113,5552,0.738,4.91463e-06,0.000701486
3956,7431,0.738,4.91463e-06,0.000701486
6193,6194,0.737,5.02454e-06,0.000715215
4869,6132,0.737,5.02454e-06,0.000715215
1937,6159,0.737,5.13667e-06,0.000730178
375,4179,0.736,5.25104e-06,0.000741378
6128,6223,0.736,5.25104e-06,0.000741378
6128,6133,0.736,5.25104e-06,0.000741378
1634,7078,0.736,5.25104e-06,0.000741378
1278,3956,0.736,5.25104e-06,0.000741378
1937,51386,0.735,5.48669e-06,0.000766342
170622,1933,0.735,5.48669e-06,0.000766342
3921,6167,0.735,5.48669e-06,0.000766342
6139,6160,0.735,5.48669e-06,0.000766342
10399,6227,0.735,5.48669e-06,0.000766342
6141,6173,0.735,5.48669e-06,0.000766342
115908,1300,0.735,5.48669e-06,0.000766342
2200,6876,0.735,5.48669e-06,0.000766342
6188,6208,0.735,5.60805e-06,0.000780155
1937,6139,0.735,5.60805e-06,0.000780155
23022,2335,0.735,5.60805e-06,0.000780155
6173,6188,0.734,5.73182e-06,0.000791037
10399,6139,0.734,5.73182e-06,0.000791037
23521,6188,0.734,5.73182e-06,0.000791037
1933,6202,0.734,5.73182e-06,0.000791037
6167,6218,0.734,5.73182e-06,0.000791037
11224,6130,0.734,5.73182e-06,0.000791037
6152,6207,0.734,5.7715e-06,0.000795459
11224,3646,0.734,5.85805e-06,0.000799981
4904,84790,0.734,5.85805e-06,0.000799981
4666,6208,0.734,5.85805e-06,0.000799981
6135,6152,0.734,5.85805e-06,0.000799981
1281,1634,0.734,5.85805e-06,0.000799981
115908,4060,0.734,5.85805e-06,0.000799981
1937,26986,0.733,5.98678e-06,0.000815423
25873,6218,0.733,6.02807e-06,0.000819975
6160,6181,0.733,6.0938e-06,0.000825746
4736,6133,0.733,6.11805e-06,0.000825746
293,6142,0.733,6.11805e-06,0.000825746
6142,6187,0.733,6.11805e-06,0.000825746
10376,7846,0.733,6.11805e-06,0.000825746
10399,6222,0.733,6.11805e-06,0.000825746
6218,6222,0.733,6.2519e-06,0.000840546
6146,6201,0.733,6.2519e-06,0.000840546
1303,3685,0.733,6.2519e-06,0.000840546
6135,6181,0.732,6.29487e-06,0.000845232
6164,6204,0.732,6.38839e-06,0.000852298
11224,6217,0.732,6.38839e-06,0.000852298
6130,6208,0.732,6.38839e-06,0.000852298
6159,6203,0.732,6.38839e-06,0.000852298
6136,6152,0.732,6.43221e-06,0.000857047
3646,6175,0.732,6.52755e-06,0.000865324
6135,6217,0.732,6.52755e-06,0.000865324
6139,6202,0.732,6.52755e-06,0.000865324
2665,6139,0.732,6.52755e-06,0.000865324
6167,6181,0.731,6.6433e-06,0.000878544
51386,6204,0.731,6.66944e-06,0.000878544
4736,6217,0.731,6.66944e-06,0.000878544
1933,6146,0.731,6.66944e-06,0.000878544
4736,6201,0.731,6.66944e-06,0.000878544
3646,6146,0.731,6.81409e-06,0.000893083
4736,6202,0.731,6.81409e-06,0.000893083
6209,6222,0.731,6.81409e-06,0.000893083
6135,6141,0.731,6.81409e-06,0.000893083
25873,6136,0.73,6.90739e-06,0.000904174
10457,1513,0.73,6.96157e-06,0.000907844
6135,6222,0.73,6.96157e-06,0.000907844
25873,6234,0.73,7.00899e-06,0.000911746
6146,6234,0.73,7.11191e-06,0.000919395
23521,6202,0.73,7.11191e-06,0.000919395
10923,27075,0.73,7.11191e-06,0.000919395
7077,7078,0.73,7.11191e-06,0.000919395
23521,6083,0.729,7.26516e-06,0.000934569
1933,6201,0.729,7.26516e-06,0.000934569
6124,6206,0.729,7.26516e-06,0.000934569
1009,165,0.729,7.26516e-06,0.000934569
25873,6181,0.729,7.28616e-06,0.000936114
6136,6188,0.729,7.31448e-06,0.000938596
6124,6130,0.729,7.42139e-06,0.000947646
165,800,0.729,7.42139e-06,0.000947646
6218,6234,0.728,7.58063e-06,0.000964433
4736,6160,0.728,7.58063e-06,0.000964433
4673,6206,0.728,7.58063e-06,0.000964433
26986,6173,0.728,7.74293e-06,0.000980295
4673,6124,0.728,7.74293e-06,0.000980295
6133,6139,0.728,7.74293e-06,0.000980295
1281,3685,0.728,7.74293e-06,0.000980295
6139,6142,0.727,7.90836e-06,0.000996396
6146,6206,0.727,7.90836e-06,0.000996396
1937,6141,0.727,7.90836e-06,0.000996396
1281,3491,0.727,7.90836e-06,0.000996396
4536,4537,0.727,7.96167e-06,0.00100069
10399,6136,0.727,7.96167e-06,0.00100069
3646,6201,0.727,8.07696e-06,0.00101031
6129,9045,0.727,8.07696e-06,0.00101031
29997,6206,0.727,8.07696e-06,0.00101031
280636,28972,0.727,8.07696e-06,0.00101031
6135,6136,0.726,8.13131e-06,0.00101589
515,539,0.726,8.24878e-06,0.00101835
1213,5879,0.726,8.24878e-06,0.00101835
6135,6164,0.726,8.24878e-06,0.00101835
6217,7311,0.726,8.24878e-06,0.00101835
6141,6160,0.726,8.24878e-06,0.00101835
23521,6175,0.726,8.24878e-06,0.00101835
6139,6146,0.726,8.24878e-06,0.00101835
1937,6083,0.726,8.24878e-06,0.00101835
6203,6204,0.726,8.24878e-06,0.00101835
2200,3688,0.726,8.24878e-06,0.00101835
103,4582,0.725,8.60233e-06,0.00105203
1936,6223,0.725,8.60233e-06,0.00105203
6083,6173,0.725,8.60233e-06,0.00105203
6161,6208,0.725,8.60233e-06,0.00105203
6141,6194,0.725,8.60233e-06,0.00105203
6138,6152,0.725,8.60233e-06,0.00105203
6152,6208,0.725,8.60233e-06,0.00105203
302,5478,0.725,8.65992e-06,0.00105783
4736,6205,0.725,8.75096e-06,0.0010677
11224,6223,0.725,8.78416e-06,0.0010705
6727,9689,0.724,8.96945e-06,0.0010842
6164,6188,0.724,8.96945e-06,0.0010842
6167,6227,0.724,8.96945e-06,0.0010842
6201,6217,0.724,8.96945e-06,0.0010842
6128,6167,0.724,8.96945e-06,0.0010842
3320,7534,0.724,8.96945e-06,0.0010842
51386,6144,0.724,9.15824e-06,0.00110318
6133,6135,0.724,9.15824e-06,0.00110318
1293,8404,0.724,9.15824e-06,0.00110318
6128,6175,0.723,9.35059e-06,0.00111731
6144,6160,0.723,9.35059e-06,0.00111731
6194,6222,0.723,9.35059e-06,0.00111731
1278,7077,0.723,9.35059e-06,0.00111731
1291,165,0.723,9.35059e-06,0.00111731
1293,1295,0.723,9.35059e-06,0.00111731
1490,1982,0.723,9.51089e-06,0.00113386
1937,6136,0.723,9.51089e-06,0.00113386
6191,6194,0.723,9.54658e-06,0.00113422
4508,4538,0.723,9.54658e-06,0.00113422
4904,975,0.723,9.54658e-06,0.00113422
1937,6144,0.722,9.74624e-06,0.00114748
6201,6202,0.722,9.74624e-06,0.00114748
6139,6141,0.722,9.74624e-06,0.00114748
2665,6157,0.722,9.74624e-06,0.00114748
1937,6161,0.722,9.74624e-06,0.00114748
6159,6201,0.722,9.74624e-06,0.00114748
4282,6122,0.722,9.74624e-06,0.00114748
6129,6136,0.722,9.81082e-06,0.00115378
2665,6164,0.722,9.94965e-06,0.00116747
1281,3956,0.722,9.94965e-06,0.00116747
6181,6223,0.721,1.01192e-05,0.00118511
6144,8404,0.721,1.01569e-05,0.00118511
170622,3646,0.721,1.01569e-05,0.00118511
6223,9045,0.721,1.01569e-05,0.00118511
6130,6181,0.721,1.02239e-05,0.0011916
1933,6193,0.721,1.0368e-05,0.00120301
3646,6203,0.721,1.0368e-05,0.00120301
6161,9045,0.721,1.0368e-05,0.00120301
6876,7431,0.721,1.0368e-05,0.00120301
3106,972,0.72,1.0583e-05,0.00122387
6152,6159,0.72,1.0583e-05,0.00122387
1290,3688,0.72,1.0583e-05,0.00122387
26986,6130,0.72,1.0802e-05,0.0012423
6124,6175,0.72,1.0802e-05,0.0012423
6152,6165,0.72,1.0802e-05,0.0012423
51386,6164,0.72,1.0802e-05,0.0012423
23022,3956,0.72,1.0802e-05,0.0012423
25873,6141,0.72,1.0873e-05,0.00124909
1915,6194,0.719,1.10251e-05,0.00125686
10399,6223,0.719,1.10251e-05,0.00125686
6124,6157,0.719,1.10251e-05,0.00125686
23521,6128,0.719,1.10251e-05,0.00125686
6173,6204,0.719,1.10251e-05,0.00125686
1281,3688,0.719,1.10251e-05,0.00125686
1303,4267,0.719,1.10251e-05,0.00125686
3646,6223,0.719,1.12523e-05,0.00127579
1933,6130,0.719,1.12523e-05,0.00127579
11224,6202,0.719,1.12523e-05,0.00127579
6138,6159,0.719,1.12523e-05,0.00127579
6122,6173,0.718,1.14837e-05,0.00129779
3921,6124,0.718,1.14837e-05,0.00129779
54829,7078,0.718,1.14837e-05,0.00129779
6206,6224,0.718,1.17194e-05,0.00131728
6223,6227,0.718,1.17194e-05,0.00131728
6144,6167,0.718,1.17194e-05,0.00131728
1293,23022,0.718,1.17194e-05,0.00131728
22872,4267,0.717,1.19594e-05,0.00133705
6160,6203,0.717,1.19594e-05,0.00133705
6160,6234,0.717,1.19594e-05,0.00133705
6124,6234,0.717,1.19594e-05,0.00133705
6128,6193,0.717,1.22039e-05,0.00135854
4673,6188,0.717,1.22039e-05,0.00135854
28972,563,0.717,1.22039e-05,0.00135854
7058,7431,0.717,1.22039e-05,0.00135854
6133,6201,0.716,1.24528e-05,0.00137742
6194,6218,0.716,1.24528e-05,0.00137742
23521,6157,0.716,1.24528e-05,0.00137742
2509,6902,0.716,1.24528e-05,0.00137742
6129,6194,0.716,1.27062e-05,0.00139951
6152,6164,0.716,1.27062e-05,0.00139951
3122,3133,0.716,1.27062e-05,0.00139951
293,6193,0.716,1.27062e-05,0.00139951
6181,6224,0.716,1.27886e-05,0.0014071
1937,6202,0.715,1.29643e-05,0.00141596
4736,6146,0.715,1.29643e-05,0.00141596
3921,6157,0.715,1.29643e-05,0.00141596
170622,6144,0.715,1.29643e-05,0.00141596
2665,6133,0.715,1.29643e-05,0.00141596
1634,6876,0.715,1.29643e-05,0.00141596
6423,8404,0.715,1.29643e-05,0.00141596
5230,5861,0.715,1.32271e-05,0.00143265
26986,6135,0.715,1.32271e-05,0.00143265
6146,6227,0.715,1.32271e-05,0.00143265
6160,6209,0.715,1.32271e-05,0.00143265
6218,6235,0.715,1.32271e-05,0.00143265
6181,6202,0.714,1.34465e-05,0.00145107
6157,6204,0.714,1.34946e-05,0.00145107
6124,6204,0.714,1.34946e-05,0.00145107
6138,6208,0.714,1.34946e-05,0.00145107
6083,6203,0.714,1.34946e-05,0.00145107
1291,8404,0.714,1.34946e-05,0.00145107
6194,6234,0.714,1.3767e-05,0.00147579
6135,6208,0.714,1.3767e-05,0.00147579
1295,23022,0.714,1.3767e-05,0.00147579
11224,6132,0.713,1.40443e-05,0.00150089
3107,3133,0.713,1.40443e-05,0.00150089
4736,6130,0.713,1.40443e-05,0.00150089
6136,6164,0.713,1.41346e-05,0.00150744
1933,6228,0.713,1.41346e-05,0.00150744
23521,6224,0.713,1.43267e-05,0.0015248
3685,3688,0.713,1.43267e-05,0.0015248
3646,6206,0.712,1.46141e-05,0.00154749
10399,4869,0.712,1.46141e-05,0.00154749
6175,6188,0.712,1.46141e-05,0.00154749
10399,6161,0.712,1.46141e-05,0.00154749
1281,1513,0.712,1.46141e-05,0.00154749
6139,6173,0.712,1.49066e-05,0.00157527
115908,3688,0.712,1.49066e-05,0.00157527
25873,6222,0.712,1.5002e-05,0.00158374
3646,4736,0.711,1.52045e-05,0.00159702
6173,6202,0.711,1.52045e-05,0.00159702
1933,9045,0.711,1.52045e-05,0.00159702
6133,6229,0.711,1.52045e-05,0.00159702
1295,2335,0.711,1.52045e-05,0.00159702
10399,6132,0.711,1.55076e-05,0.00162232
6124,6203,0.711,1.55076e-05,0.00162232
23521,6227,0.711,1.55076e-05,0.00162232
26986,3646,0.711,1.55076e-05,0.00162232
23196,27020,0.711,1.56065e-05,0.00163102
3646,6222,0.71,1.58162e-05,0.00164798
6122,6188,0.71,1.58162e-05,0.00164798
6173,6223,0.71,1.58162e-05,0.00164798
5478,84790,0.71,1.60741e-05,0.00167234
11224,6193,0.71,1.61302e-05,0.00167234
6159,6218,0.71,1.61302e-05,0.00167234
1933,6124,0.71,1.61302e-05,0.00167234
1295,6423,0.71,1.61302e-05,0.00167234
6203,6208,0.709,1.64499e-05,0.00170379
1009,1634,0.709,1.67752e-05,0.00172889
1281,2335,0.709,1.67752e-05,0.00172889
4060,800,0.709,1.67752e-05,0.00172889
4060,4082,0.709,1.67752e-05,0.00172889
6136,6204,0.708,1.70472e-05,0.00175518
11224,23521,0.708,1.71062e-05,0.00175779
1300,6678,0.708,1.71062e-05,0.00175779
6146,6224,0.708,1.74431e-05,0.00178362
23521,4736,0.708,1.74431e-05,0.00178362
6188,6223,0.708,1.74431e-05,0.00178362
6144,6206,0.708,1.74431e-05,0.00178362
10631,3685,0.708,1.74431e-05,0.00178362
6173,6207,0.708,1.75533e-05,0.00179312
6281,7078,0.707,1.77249e-05,0.00180803
10899,50848,0.707,1.7786e-05,0.00180803
3646,6217,0.707,1.7786e-05,0.00180803
10399,6188,0.707,1.7786e-05,0.00180803
1009,3685,0.707,1.7786e-05,0.00180803
5861,7114,0.707,1.81349e-05,0.00182922
3646,6135,0.707,1.81349e-05,0.00182922
23521,6122,0.707,1.81349e-05,0.00182922
115908,1295,0.707,1.81349e-05,0.00182922
1462,1490,0.707,1.81349e-05,0.00182922
1295,1634,0.707,1.81349e-05,0.00182922
1300,165,0.707,1.81349e-05,0.00182922
1462,7431,0.707,1.81349e-05,0.00182922
25878,6281,0.706,1.84267e-05,0.00185247
26986,6159,0.706,1.84899e-05,0.00185247
6160,6191,0.706,1.84899e-05,0.00185247
4736,9045,0.706,1.84899e-05,0.00185247
1291,2335,0.706,1.84899e-05,0.00185247
6122,6222,0.706,1.88511e-05,0.00186712
6130,6188,0.706,1.88511e-05,0.00186712
6130,6223,0.706,1.88511e-05,0.00186712
6124,6160,0.706,1.88511e-05,0.00186712
5204,6143,0.706,1.88511e-05,0.00186712
3646,5042,0.706,1.88511e-05,0.00186712
6159,6227,0.706,1.88511e-05,0.00186712
6194,6227,0.706,1.88511e-05,0.00186712
11167,6423,0.706,1.88511e-05,0.00186712
1290,1300,0.706,1.88511e-05,0.00186712
1300,54829,0.706,1.88511e-05,0.00186712
1293,6925,0.706,1.88511e-05,0.00186712
6142,6201,0.705,1.92187e-05,0.00189094
6137,6208,0.705,1.92187e-05,0.00189094
10627,387,0.705,1.92187e-05,0.00189094
1462,6876,0.705,1.92187e-05,0.00189094
1634,6423,0.705,1.92187e-05,0.00189094
6181,6203,0.705,1.9339e-05,0.00190099
1933,3921,0.705,1.95926e-05,0.00192229
10631,3688,0.705,1.95926e-05,0.00192229
1982,4637,0.705,1.99056e-05,0.00194134
10627,7078,0.704,1.99731e-05,0.00194134
23022,678,0.704,1.99731e-05,0.00194134
6133,6173,0.704,1.99731e-05,0.00194134
6204,6206,0.704,1.99731e-05,0.00194134
3119,3135,0.704,1.99731e-05,0.00194134
54829,800,0.704,1.99731e-05,0.00194134
1291,1490,0.704,1.99731e-05,0.00194134
1293,3685,0.704,1.99731e-05,0.00194134
1462,8404,0.704,1.99731e-05,0.00194134
6136,9045,0.704,2.00977e-05,0.00195163
10632,293,0.704,2.03601e-05,0.00196795
4736,6142,0.704,2.03601e-05,0.00196795
6146,6164,0.704,2.03601e-05,0.00196795
6152,6160,0.704,2.03601e-05,0.00196795
11167,1303,0.704,2.03601e-05,0.00196795
6157,6181,0.704,2.06842e-05,0.00199675
3105,3123,0.703,2.07539e-05,0.00199675
3492,3514,0.703,2.07539e-05,0.00199675
11167,6925,0.703,2.07539e-05,0.00199675
23022,6678,0.703,2.07539e-05,0.00199675
8404,8483,0.703,2.11545e-05,0.00203341
2879,6171,0.702,2.1562e-05,0.00204989
3646,9045,0.702,2.1562e-05,0.00204989
1915,6133,0.702,2.1562e-05,0.00204989
6160,6168,0.702,2.1562e-05,0.00204989
6138,9045,0.702,2.1562e-05,0.00204989
4736,6138,0.702,2.1562e-05,0.00204989
11224,6152,0.702,2.1562e-05,0.00204989
1290,1490,0.702,2.1562e-05,0.00204989
1490,800,0.702,2.1562e-05,0.00204989
1009,6423,0.702,2.1562e-05,0.00204989
1293,6423,0.702,2.1562e-05,0.00204989
6164,6218,0.702,2.19765e-05,0.00207792
6160,6202,0.702,2.19765e-05,0.00207792
26986,6129,0.702,2.19765e-05,0.00207792
3688,7058,0.702,2.19765e-05,0.00207792
10399,26986,0.701,2.23982e-05,0.00210822
54543,6232,0.701,2.23982e-05,0.00210822
6160,6167,0.701,2.23982e-05,0.00210822
54829,6423,0.701,2.23982e-05,0.00210822
4869,9045,0.701,2.28271e-05,0.00213701
51386,6124,0.701,2.28271e-05,0.00213701
6139,7311,0.701,2.28271e-05,0.00213701
6167,6206,0.701,2.28271e-05,0.00213701
6141,6201,0.701,2.28271e-05,0.00213701
1290,6925,0.701,2.28271e-05,0.00213701
6164,6228,0.701,2.29679e-05,0.00214441
3192,5757,0.701,2.29679e-05,0.00214441
6194,6207,0.701,2.29679e-05,0.00214441
29997,6144,0.7,2.32633e-05,0.00216423
6146,6159,0.7,2.32633e-05,0.00216423
1303,4082,0.7,2.32633e-05,0.00216423
3490,8724,0.7,2.3707e-05,0.00219571
6194,6223,0.7,2.3707e-05,0.00219571
170622,4736,0.7,2.3707e-05,0.00219571
4673,6157,0.7,2.3707e-05,0.00219571
23022,6876,0.7,2.3707e-05,0.00219571
6203,6205,0.7,2.40787e-05,0.00222816
6139,8404,0.7,2.41582e-05,0.00223155
6152,6194,0.7,2.41582e-05,0.00223155
5573,5885,0.699,2.46171e-05,0.00226791
23521,6206,0.699,2.46171e-05,0.00226791
1009,6925,0.699,2.46171e-05,0.00226791
10109,7078,0.699,2.50838e-05,0.00230073
6157,6235,0.699,2.50838e-05,0.00230073
6133,6146,0.699,2.50838e-05,0.00230073
25878,6876,0.699,2.50838e-05,0.00230073
115908,1513,0.699,2.50838e-05,0.00230073
103,5692,0.698,2.52374e-05,0.00231278
6165,6207,0.698,2.5475e-05,0.00232991
6142,6175,0.698,2.55584e-05,0.00232991
6134,6175,0.698,2.55584e-05,0.00232991
3150,51522,0.698,2.55584e-05,0.00232991
1278,1513,0.698,2.55584e-05,0.00232991
1009,23022,0.698,2.55584e-05,0.00232991
6142,6205,0.698,2.59563e-05,0.00236151
6157,8404,0.698,2.60411e-05,0.00236151
6133,6142,0.698,2.60411e-05,0.00236151
